Salesperson,CustomerName,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24
MOHAMED,ADAN PAPERS,,"103,286.40000","292,644.80000","172,144.00000","309,859.20000","257,520.00000","171,680.00000","274,688.00000","274,688.00000","206,016.00000","123,609.60000",,,,,,,,,,,,
MOHAMED,ADSOPACK INDUSTRIES LIMITED,,,,,,,,,,,"36,888.00000",,"27,283.20000","88,531.20000",,"55,958.40000","57,164.80000","83,102.40000","27,932.80000","175,438.40000","153,862.40000",,"153,120.00000"
MOHAMED,ALESHA BRANDS LIMITED,,,,,,,"187,572.00000","299,976.00000","227,592.00000","283,968.00000","232,754.00000","98,136.00000",,"29,232.00000","123,656.00000","104,400.00000","68,208.00000","147,958.00000","90,538.00000","87,696.00000","-87,696.00000",,
MOHAMED,BERRY.COM LTD,,,,,,,,,,,,,,,,,,,,,"10,440.00000",,"34,104.00000"
MOHAMED,BESAPACK LIMITED,,,,,,,,,,,,,,"268,447.20000","194,810.40000","173,512.80000","264,111.12000","409,317.60000","330,112.80000","344,172.00000",,,
MOHAMED,BIZMED  SOLUTION,,,,,,,,,,,,,,,,,,,,,,,"32,712.00000"
MOHAMED,CHANDARIA INDUSTRIES LTD,,,,,,,,,,,,,,"167,968.00000","308,908.00000","220,168.00000","61,828.00000","377,614.80000","32,480.00000","394,086.80000","4,060.00000","431,926.00000","124,700.00000"
MOHAMED,COSRANET ENTERPRISES LIMITED,,,,,,,,,,,,,,,,,,,,"34,800.00000",,,
MOHAMED,DAVID FOSIL,"171,680.00000","381,361.60000","343,824.00000",,"171,680.00000","255,362.40000","180,686.24000","277,372.24000","171,680.00000","343,360.00000","154,512.00000","206,016.00000","274,688.00000","103,008.00000","206,016.00000","223,184.00000","24,035.20000","223,184.00000","206,016.00000","206,016.00000","171,680.00000","274,688.00000","103,008.00000"
MOHAMED,DAVID POUCHES,,,,,,,,,"28,768.00000",,,,,,,,,,,,,,
MOHAMED,DIVINE INDUSTRIES LIMITED,,,,,,,"370,399.60000","351,514.80000","372,974.80000",,"344,218.40000","843,378.00000",,,"795,841.20000",,,,,"102,271.40000",,,
MOHAMED,EXHIBIT IT SOLUTIONS LIMITED,,,,,,,,,,,,,,,,,"45,750.40000","94,841.60000",,,,,
MOHAMED,GADENIA FOODS ENTERPRISES,,,,,,,,,,,,,,"3,828.00000","60,668.00000",,"25,056.00000","33,779.20000",,,,,
MOHAMED,GLOBAL MARK FOODS LTD,,,,,,,,,,,,,,,,,,,,,,"7,540.00000","49,378.88000"
MOHAMED,GOLD CROWN BEVERAGES (KENYA) LIMITED,,,,,,,,,,,,,,,,,,,,"410,677.00000","-299,797.00000",,514.80000
MOHAMED,GOLD CROWN FOODS (EPZ) LIMITED,,,,,,,,,,,,,,,,,,,,,"410,677.00000","283,687.04000",
MOHAMED,Gonas Best Limited,,,,,,,,,,,,,,"216,472.00000","444,048.00000","677,440.00000","617,120.00000",,,"697,392.00000","854,688.00000","970,688.00000",
MOHAMED,JACKSON MUREMERA,"137,600.00000","54,380.80000",,,,,,,,,"75,539.20000","281,555.20000","68,672.00000","264,387.20000","103,008.00000","103,008.00000","154,512.00000","154,512.00000","137,344.00000","103,008.00000","103,008.00000","96,140.80000","92,707.20000"
MOHAMED,JACNZU AGENCIES,,,,,,,,,,,,,,,,,,,"130,152.00000","113,336.00000","36,400.00000","117,124.00000","40,600.00000"
MOHAMED,JOSKA TERRAZZO,,,,,,,,,,,,,"25,508.40000",,,,,,,,,,
MOHAMED,JOSQUINE PACKAGING LIMITED,,"140,397.12000","241,001.60000","344,984.00000",,"343,360.00000","343,360.00000","145,000.00000","343,360.00000","343,360.00000","418,899.20000","457,504.00000","343,360.00000",,,"343,360.00000",,"429,200.00000","412,032.00000","171,680.00000","373,380.80000","343,360.00000","343,360.00000"
MOHAMED,KAKIS COMPANY LIMITED,,,,,,,,,,,,,,,,,,,"34,800.00000","28,536.00000",,"61,248.00000","33,408.00000"
MOHAMED,KOMAX INVESTMENTS LTD,,,,,,,,,,,,,,,,,,,,,,,"53,592.00000"
MOHAMED,MAGGY POUCHES,,,,,,"85,840.00000","85,840.00000","85,840.00000","85,840.00000","85,840.00000","103,008.00000","137,344.00000","85,840.00000","51,504.00000","103,008.00000","51,504.00000","85,840.00000","34,336.00000","103,008.00000","85,840.00000","51,504.00000","41,203.20000",
MOHAMED,MEILLEUR PRINT LTD,,,,,,,,,,,,,,,,"65,076.00000","37,855.44000",,,"18,627.28000","18,627.28000","9,313.64000","10,515.40000"
MOHAMED,MILLY FRUIT PROCESSORS LTD,,,,,,,,,,,,,,,,,,,,,,,"45,936.00000"
MOHAMED,MOHOSH PAPER CONVERTER,,,,,,,,,"169,824.00000",,,,,,,,,,,,,,
MOHAMED,NARCOL ALUMINIUM ROLLING MILLS LIMITED,,,,,,,,,,,,,,,,,,,"77,197.07200",,"399,326.17200","433,824.34000","134,904.81000"
MOHAMED,PALM COAST BEAUTY PRODUCTS,,,,,,,,,,,,,,,,,,,,"108,970.16800",,,"131,027.80000"
MOHAMED,PHILIP MOSES,,,,,,,,,,,,,,"68,672.00000","137,344.00000","192,281.60000","120,176.00000","240,352.00000","120,176.00000","137,344.00000","144,211.20000","188,848.00000","133,910.40000"
MOHAMED,PLASITEK LIMITED,,"6,960.00000","43,152.00000","79,344.00000","384,888.00000","489,375.00000","92,568.00000","295,800.00000","356,352.00000","91,872.00000","492,077.80000","793,783.36000","120,408.00000","345,912.00000","278,260.80000","59,856.00000","160,776.00000","149,408.00000","883,420.62000","703,915.84000","181,656.00000","311,808.00000","148,712.00000"
MOHAMED,PORT CROSS LTD,,,,,,,,,,,,,,,,,,,,,,,"39,789.85600"
MOHAMED,RIBIN PACKAGING,,,,,,"108,074.88000",,,,,,,,,,,,,,,,,
MOHAMED,ROBIN PACKAGING,,,,,,"120,060.00000",,,,,,,,,,,,,,,,,
MOHAMED,SANJAC PACKAGING LIMITED DR,,,"-16,704.00000","361,224.00000","174,000.00000",,"32,016.00000",,,,,,,,,,,,,,,,
MOHAMED,SARAYA KENYA COMPANY LTD,,,,,,,,,,,,,,,,,,,"55,680.00000","352,640.00000","107,949.60000","362,094.00000","343,128.00000"
MOHAMED,SUN COUNTRY FOOD AND BEVERAGE LIMITED,,,,,,,,,,,,,,"69,600.00000","111,148.36960","79,443.73680","83,710.24000","34,800.00000","143,654.40000","38,494.60000","65,944.56160",,
MOHAMED,TERRAMAS CONSTRUCTION COMPANY LTD,,,,,,,,,,,,,,,,,,,,,,,"35,623.60000"
MOHAMED,TYPSY GENERAL SUPPLIES,,,,,,,,,,,,,,,,,,,"94,168.80000","657,476.40000","201,478.08000",,
MOHAMED,ULTRA CHEMICAL INDUSTRIES LTD,,,"461,216.00000","455,740.80000","35,728.00000","315,056.00000","634,102.40000","458,812.48000","128,945.60000","424,838.40000","187,548.80000","411,846.40000","357,094.40000","92,521.60000","32,851.20000","258,726.40000","111,452.80000","197,478.40000","575,824.00000","334,514.88400","202,902.56000","551,315.52000","26,072.39200"
MOHAMED,VIPINGO INDUSTRIES,,,,,,,,,"279,049.60000",,,,,,"273,152.16000",,"274,245.34400","263,888.86400",,"277,323.52000",,"192,731.68000","57,185.10000"
MOHAMED,VUMUAL WATERSITES AGENCIES,,,,,,,,,,,,,,,,,,,"89,260.00000",,"117,153.93088","28,048.80000","33,017.66000"
MOHAMED,WAKAMASTER ENTERPRISES,"99,999.54000","99,999.54000",,,"99,999.54000","99,999.54000","149,999.31000","229,497.30000",,"118,998.60000","101,998.80000","127,498.50000","101,998.80000","209,097.54000",,"110,498.70000","127,498.50000",,,"96,048.87000","179,347.89000",,"110,498.70000"
MOHAMED,WORLD BOOTS LTD,,,"210,064.40000",,,,,,,,,,,,,,,,,,,,
MOHAMED,ZEIZU COMPANY LIMITED,,,,,,,,,,,,,,,,,"111,389.00000",,,"144,445.52000",,,"204,769.00000"
JUDY,AKAMIS DAIRIES,,,"7,424.00000",,,,,,,,,,,"20,242.00000",,,,,,,,,
JUDY,AMASI HOLDINGS LIMITED,,,,,"98,275.20000",,,,,,,,"11,600.00000","21,297.60000",,,,,,,,,
JUDY,AMIYO FARMS,,,"21,460.00000",,,,,"20,987.88000",,,,,,,,,,,,,,,
JUDY,APDC,,,,,"39,440.00000",,,,,,,,,,,,,,,,,,
JUDY,ASPENDOS DAIRY LTD,,,,,,,,,,"362,012.80000","560,628.00000","72,384.00000","808,821.60000","718,689.60000","377,928.00000","530,700.00000",,,"985,373.60000",,,,
JUDY,BAHATI AGRO PROCESSORS LTD,"294,361.60000","811,535.53600","1,089,221.44000","653,905.92000","339,601.60000","858,632.00000","670,294.40000","125,280.00000",,"150,800.00000",,"183,976.00000",,,,,,,,,,,
JUDY,BEMUTECH TECHNICAL SERVICE LTD,,,,"31,389.60000","61,549.60000","11,600.00000",,,,,,,,,,,,,,,,,
JUDY,BRANDFACET SOLUTIONS LTD,,,,,,"33,518.91200",,,,,,,,,,,,"10,672.00000",,,,,
JUDY,BY CHOICE VENTURES LTD,,,,"37,236.00000",,,,,,,,,,,,,,,,,,,
JUDY,DALLAS FINEST,,,,,,,"12,760.00000","8,120.00000",,,,,,,,,,,,,,,
JUDY,DANIEL WAWERU,,,,,,,"4,640.00000",,,,,,,,,,,,,,,,
JUDY,DEA TRADERS COMPANY LIMITED,,,"36,754.00000",,"25,932.48000",,,,,,,,,,,,,,,,,,
JUDY,DEKAM INTERIORS,,,,,,"495,552.00000",,,,,,,,,,,,,,,,,
JUDY,DEMKA DAIRY LTD,"1,424,572.80000","3,285,352.00000","2,342,262.72000","2,203,118.40000","2,233,487.20000","2,308,028.80000","1,405,247.20000","1,181,622.40000","1,427,333.60000",,,,,,,,,,,,,,
JUDY,DIEMOULD MACHINERY PRODUCT LTD,,,,,"17,748.00000","6,960.00000","42,595.20000","10,648.80000","11,832.00000",,,,,,,,,,,,,,
JUDY,EASTNAT LIMITED,,,,,"12,760.00000",,,,,,,,,,,,,,,,,,
JUDY,EDEN DAIRY LTD,,"23,200.00000","34,800.00000",,,"69,600.00000","60,598.40000","34,800.00000",,,,,"60,320.00000","67,419.20000","53,360.00000",,,,,,,,
JUDY,EDVIK REALTY LTD,"27,608.00000",,,,,,,,,,,,,,,,,,,,,,
JUDY,FAHTANNAH FOODS LTD,"8,282.40000",,,,,,,,,"28,652.00000",,,,,,,,"13,572.00000",,,,,
JUDY,FAMPRO DAIRIES LIMITED,,,,"46,400.00000","214,136.00000","114,608.00000","189,590.40000","33,848.80000","99,528.00000",,,,,,,,,,,,,,
JUDY,FARMING SOLUTIONS LIMITED,"199,172.00000","183,048.00000","191,817.60000","343,383.20000","158,131.20000","196,828.80000","407,160.00000","104,400.00000",,,,,,,,,,,,,,,
JUDY,FOOD&US LIMITED,,,,"33,141.20000",,,,,,,,,,,,,,,,,,,
JUDY,GITHUNGURI DIARY FARM CS LTD.,,,,"103,756.20000",,,"101,633.40000","91,367.40000",,,,,,,,,,,,,,,
JUDY,GREEN RICH DAIRIES,,"4,640.00000",,,,,,,"11,878.40000",,,,,,,,,,,,,,
JUDY,GUANGO DAIRY PRODUCTS LTD,,"69,600.00000","53,499.20000","23,200.00000","73,149.60000","69,600.00000","46,400.00000",,,,,,"23,200.00000","13,920.00000","27,840.00000","16,240.00000","21,529.60000","13,920.00000",,,,,
JUDY,GULF VENTURES DAIRY PRODUCTS,"2,320.00000",,,,"2,320.00000",,"2,320.00000",,,,"2,320.00000",,,,,,,,,,,,
JUDY,HAPPY COW LIMITED,"219,481.28000","306,622.80000","31,204.00000","55,749.60000","365,539.20000","187,351.60000","386,767.20000","394,284.00000","123,064.40000","-29,000.00000",,,,,,,,,,,,,
JUDY,HAPPY VALLEY,,,,,,"40,600.00000",,,,,,,,,,,,,,,,,
JUDY,HASANAT VENTURES LTD,,"17,272.40000",,,,,,,,,,,,,,,,,,,,,
JUDY,JONASH GENERAL SUPPLIES,,,,,"36,540.00000","38,010.30000",522.00000,,,,,,,,,,,,,,,,
JUDY,JOSHLEY KIM CHEMICALS,,,,,,"6,960.00000",,"6,681.60000",,,,,,,,,,,,,,,
JUDY,KASBONDO AIM DAIRY CO-OPERATIVE SOCIETY LTD,"5,104.00000","15,723.80000",,,"4,970.60000",,,,,,,,,"13,804.00000",,,,,,,,,
JUDY,KENAFRIC BEVERAGES AND BOTTLING LTD,,,"11,600.00000",,,,,,,,,,,,,,,,,,,,
JUDY,KIAMBAA DAIRY FARMERS CO-OPERATIVE SOCIETY LTD,,,"52,617.60000","65,772.00000","65,145.60000","460,409.64000","392,161.20000","73,080.00000","62,640.00000",,,,,,,,,,,,,,
JUDY,LAKI LAKI LTD,"237,153.30000","14,365.44000",,,,,,,,,,,,,,,,,,,,,
JUDY,LELACH DAIRIES LIMITED,,,,,"11,600.00000","22,109.60000",,,,,,,,,,,,,,,,,
JUDY,LENACK LIMITED,,,,,,"84,912.00000",,,"5,939.20000",,,,,,,,,,,,,,
JUDY,LOITOKITOK DAIRY CO-OPERATIVE,,"2,900.00000",,"2,900.00000","8,908.80000","14,848.00000","8,908.80000",,,,,,,,,,,,,,,,
JUDY,MAGNATE FLOWERS LIMITED,,"74,704.00000",,,,,,,,,,,"77,952.00000",,,,,,,,,,
JUDY,MAMA O DAIRIES,,,,,"5,939.20000",,,,,,,,,,,,,,,,,,
JUDY,MELANGINE DAIRIES LIMITED,,"162,307.20000","95,949.40000","163,476.48000","69,368.00000","207,148.16000","214,687.00000","12,207.84000",,,"39,767.75800",,"23,385.60000",,"21,402.00000","184,672.00000","26,100.00000","196,040.00000",,,,,
JUDY,MELPHINA COMPANY LIMITED,,"72,384.00000","121,243.20000",,,"72,384.00000","102,381.60000","72,384.00000","33,176.00000",,,,,,,,,,,,,,
JUDY,MTINDI DAIRIES LTD,"3,549.60000","10,416.80000",,"23,494.64000","2,378.00000",,"3,549.60000",,,"6,758.16000",,,"5,564.52000",,,,,,,,,,
JUDY,MUKURWE-INI WAKULIMA DAIRY LTD,"98,675.40000","22,965.70320","158,224.00000","61,352.63200",,"49,955.40000","60,943.84800","138,490.08000","10,092.00000",,,,,,,,,,,,,,
JUDY,MULTIDESIGN SERVICES LIMITED,,,,,,"255,200.00000",,,,,,,,,,,,,,,,,
JUDY,NAMINI INVESTMENT LIMITED,,,"8,700.00000",,,,,,,,,"7,830.00000","9,465.60000",,,,"36,748.80000",,,,,,
JUDY,NEW DAIRYGOLD LTD,"5,800.00000",,,,,,,,,,,,,,,,,,,,,,
JUDY,NEXUS DAIRY LIMITED,,,,,,,,,,,,,"32,656.32000",,,,,,,,,,
JUDY,NIA COSMETICS LIMITED,,,,,"80,562.00000",,,"45,936.00000",,,,,,,,,,,,,,,
JUDY,NOSTIMO LTD,"61,248.00000",,"29,928.00000",,,,,,,,,,,,,,,,,,,,
JUDY,NURU SOCIAL ENTERPRISES LTD,"10,022.40000","12,528.00000","27,492.00000","8,700.00000",,,,,,,,,,,,,,,,,,,
JUDY,OL KALOU DAIRY (2016)LIMITED,"72,500.00000",,,,,,,,,,,,"58,000.00000",,,"49,300.00000",,,,,,,
JUDY,PALM HOUSE DAIRIES,"375,840.00000",,"513,880.00000",,,"347,304.00000",,,"148,596.00000",,,,,,,,,,,,,,
JUDY,PERRY FRESH LIMITED,,,"174,928.00000",,,,,,,,,,,,,,,,,,,,
JUDY,PHILIP MOSES,"336,800.00000","103,008.00000","344,288.00000","103,286.40000","171,680.00000","171,680.00000","206,016.00000","195,715.20000","171,680.00000","171,680.00000","120,176.00000","171,680.00000","137,344.00000","137,344.00000",,,,,,,,,
JUDY,PRECISION E.A PACKAGING LTD,,"17,400.00000","54,520.00000",,,,,,,,,,,,,,,,,,,,
JUDY,RASNA LIMITED,,,,,,"27,097.60000",,,,,,,,,,,,,,,,,
JUDY,SHEFA DAIRIES LIMITED,"155,973.60000","102,567.20000","249,724.80000","167,499.36000","125,280.00000","117,484.80000","59,039.36000","120,964.80000","30,716.80000",,,,,,,,,,,,,,
JUDY,SIVAT AGRIBUSINESS LIMITED,,"30,624.00000",,,"31,552.00000",,"46,864.00000","21,436.80000","61,248.00000",,,,,,,,,,,,,,
JUDY,SLOPES CREAMERIES KENYA LTD,,,,,,"43,500.00000",,"23,200.00000","17,400.00000",,,,,,,,,,,,,,
JUDY,SNAVE K TRANSPORTERS & SUPPLIES,"125,280.00000","476,180.00000","334,660.00000","473,280.00000","417,600.00000","493,580.00000","421,683.20000","319,000.00000","240,700.00000",,,,,,,,,,,,,,
JUDY,STERLIDERM,,"9,280.00000",,,,,,,,,,,,,,,,,,,,,
JUDY,STEVEN OMETE,"72,708.80000",,,,,,"4,640.00000",,,,,,,,,,,,,,,,
JUDY,SUKA FARMERS COOP SOCIETY,,"15,892.00000",,"23,838.00000","86,246.00000",,"35,283.72000",,,,,,,,,,,,,,,,
JUDY,TATU MILK LIMITED,"55,174.24000","247,608.96000","92,373.12000","197,355.90400","66,908.80000","147,139.96800","176,780.52000","214,567.52000","49,369.60000",,,,,,,,,,,,,,
JUDY,TERRESTIA FOODS LTD,,,,,,"109,040.00000",,,-580.00000,,,,,,,,,,,,,,
JUDY,TOP COW DAIRIES LTD,"95,282.40000","46,400.00000","163,792.00000","108,576.00000",,"114,608.00000","135,116.80000","120,640.00000","69,368.00000",,,,,,,,,,,,,,
JUDY,TROPICAL LUCH LTD,,,"16,762.00000","3,248.00000",,,,,,,,,,,,,,,,,,,
JUDY,UMANI SPRINGS DROPS LTD,,"69,600.00000","161,128.64000",,,,,,,,,,,,,,,,,,,,
JUDY,UPLANDS DAIRIES LIMITED,"80,666.40000","87,464.00000","157,110.40000","75,469.60000","88,494.08000","74,425.60000","9,354.24000","72,384.00000",,,,,,,,,,,,,,,
JUDY,UPLANDS PREMIUM DAIRIES & FOOD,,,"81,896.00000",,"69,600.00000","153,143.20000",,,,,,,,,,,,,,,,,
JUDY,VINES COMMODITY TRADERS,,,,,,,"91,440.00000",,,,,,"46,771.20000",,,,"113,865.60000","2,614.64000",,,,,
JUDY,WANYORORO COOP SOCIETY,"-126,672.00000",,,,"5,289.60000",,,,,,,,,,,,,,,,,,
JUDY,WAZO JEMA BAMBA,,,,,,,"5,289.60000","5,939.20000",,,,,,,,,,,,,,,
JUDY,WIMSSY LIMITED,,,,"142,262.40000","154,419.20000","297,702.40000","309,237.44000","452,400.00000","120,115.68000",,,,,,,,,,,,,,
JUDY,ZAWADI DAIRIES,"9,280.00000","18,061.20000","21,529.60000","4,677.12000",,,,,,,,,,,,,,,,,,,
JUDY,ZIARA DAIRIES LTD,,,,,,,"102,228.48000","150,800.00000","114,840.00000",,,,,,,,,,,,,,
GRACE,BARU AGRO PROCESSING,,,,,,,,,,,,,,,,,,"2,109.24000",,,,,
GRACE,BWENDERO DAIRY FARM (U) LTD,"132,300.00000",0.00000,,,,,,,,,,,,,,,,,,,,,
GRACE,GEFF,,,,,,,,,,,,,,,,,,,,"70,594.94000",,,
GRACE,GLORRIE INDUSTRIES LTD,,,,,,,,,,"69,000.00000",,,,,,,,393.75000,,,,,
GRACE,GRACE TAYEBWA - DR,"324,807.84000","115,365.60000","114,912.00000","114,912.00000","105,062.40000",,"305,880.86400",,,,"775,041.60000",,,,,,"309,871.82720","1,510.00970",,,,,
GRACE,GRAJAN PACKAGING SOLUTIONS,,,"316,050.00000","744,633.40000","390,502.40000","241,100.80000","243,795.60000","579,274.80000","909,712.36800",,"720,203.40000","17,004.72600","436,873.50000","50,032.63800","644,890.88700",,,693.98208,,"7,398,562.82880","-7,160,724.48000","367,892.87600","97,181.26080"
GRACE,IAN MACU,,,,,,,,,,,,,,,,,,,,"84,414.89849",,,
GRACE,JUST MILK LIMITED (UG),,,,,,,,,,,,,,,,,"328,173.23240","1,123.15200",,,,,
GRACE,KITUZI HEALTH DRINK,,,,,,,,,,"37,388.60000",,"520,131.51448",,"128,536.00000","82,634.49310","196,155.96000","927,600.46225","3,928.00902",,"849,446.26936","737,745.09458",,
GRACE,MUBARAK,,,"249,071.76000",,,,"92,386.00000","161,617.30000","157,285.08000","330,441.09840","61,346.09250","1,137,665.28750",,,"73,920.01520",,,28.10000,,,,,
GRACE,NILE SUPREME COMPANY LTD,,,,,,,,,,,,,,,"172,212.00000",,,,,,,,
GRACE,PREMIER DAIRIES LTD (U),,,,,,,,,,,,,"306,463.50000",,,,,"117,640.47360",,,"215,674.20160",,
GRACE,QUALITY DAIRY PRODUCTS,,,,,,,,,,,,,,"32,134.00000","86,794.84800",,"167,616.36320",,,,"185,518.17440",,
GRACE,ROYAL CARE COSMETICS U LTD,"326,592.00000",,"880,709.76000",,,,,"597,990.40000",,"206,036.27760",,"559,217.29500",,"153,515.17210","188,115.15444",,,"992,496.21096","97,207.90040","1,580,575.41928","1,064,001.60776","701,008.28699",
GRACE,RUGARI AGROPROCESSING COMPANY,,,"1,201,806.90000","169,287.30000",,,,,,,,,,,,,,,,,,,
GRACE,SIRI DISTILLERS,,,,,,,,,,,,,,"80,335.00000",,,,,,,,,
GRACE,THADDY INVESTMENT LTD,,,,,,,,,"39,975.84000",,,,,,"100,434.03840",,,,"90,052.50384",,,,"106,691.59800"
GRACE,TWESIGYE PAUL INDUSTRIES LTD,,,,,,,,"69,012.00000",,,,,,,"69,749.31060",,,,"783,176.26842",,,"767,535.49327",
GRACE,ULTIMATE DISTLLERS (U) LTD,,,"148,987.44000",,,,,,,,,,,,0.37935,,,,,,,,
GRACE,ZIMA HEALTHY,,,"390,378.24000","43,375.36000",,,,,,,,,,,,,,,,,,,
FAITH,ADVATECH OFFICE SUPPLIES,,,,"32,480.00000",,,,,,,,,,,,,,,,,,,
FAITH,MARGATE HOLDINGS LIMITED,,"21,199.00000",,,,,,,,,,,,,,,,,,,,,
FAITH,PALM COAST BEAUTY PRODUCTS,,,"139,200.00000","228,397.50400",,,"137,520.32000",,,"124,834.56000",,"146,374.36800",,,,,,,,,,,
ESTHER,AMIT,,,,,,,,,,,,,,,,"3,248.00000",,,,,,,
ESTHER,AQUASHINE LIMITED,,,,,,,,,,,,,,,,,"6,950.72000",,,,,,
ESTHER,CHEMI & COTEX INDUSTRIES LTD,,,,,,,,,,,,,,,,,,,"12,600.53080","16,668.39772","612,436.94491","601,962.78698","125,872.11000"
ESTHER,FINE URBAN REAL ESTATE CONSTRUCTION AND INTERIORS CO,,,,,,,,,,,,,,,,,"7,313.80000",,,,,,
ESTHER,GALAXY FOODS AND BEVERAGES,,,,,,,,,,,,,,,,,,"2,107,032.52240",,"2,928,331.39040","1,342,635.84000",,"4,100,026.24512"
ESTHER,GLOBAL MARK FOODS LTD,,"20,884.17600",,,,"55,953.52800","201,608.00000","219,794.48000",,"802,256.00000","470,960.00000","219,332.80000","204,160.00000","412,565.60000","585,104.00000","584,176.00000","18,096.00000","468,176.00000","210,377.60000",,"804,112.00000","219,008.00000",
ESTHER,IDEAL MANUFACTURING COMPANY LIMITED,,,,,,,,,,,,,,,,,"71,270.40000",,,"17,748.00000",,,
ESTHER,KAJICON ENTERPRISES LTD,,,,,,,,,,,,,,,,"70,122.00000",,,,,,,
ESTHER,MAMUJEE PRODUCTS LTD,,,,,,,,,,,,,,,,"3,806,803.10080","2,612,969.41192",,"2,746,836.12860",,"1,542,748.78566",,"3,327,851.06591"
ESTHER,METAL CROWN,,,,,,,,,,,,,,,,,,,,"155,927.20000",,,"206,903.40000"
ESTHER,METAL CROWN (T)LTD,,,,,,,,,,,,,,,,,,,,,"50,269.68000",,
ESTHER,MOGAS TANZANIA LIMITED,,,,,,,,,,,,,,,,,,,"795,868.70584","1,653,643.18015","2,606,264.79555","2,186,158.12831",
ESTHER,NANCIES BAKERS LTD,,,,,,,,,,,,,,,,,,,"5,800.00000",,,"8,700.00000",
ESTHER,OLA ENERGY KENYA LTD,,,,,,,,,,,,,,,,,,,"1,202,667.58400","2,495,048.03680","2,869,263.82800","1,917,269.73840","717,489.00000"
ESTHER,QUEENSLY BITES ENTERPRISE LTD,,,,,,,,,,,,,,,,,,,"14,500.00000",,"14,500.00000","-14,500.00000",
ESTHER,QWAY LIMITED,,"35,496.00000","154,836.80000","315,017.72000","420,662.40000","138,341.60000","44,451.20000","128,087.20000","350,320.00000","27,840.00000","39,440.00000",,,,,,,,,,,,"96,744.00000"
ESTHER,SPALLIC TRADE LABELS,,,,,,,,,,,,,,,"7,917.00000","24,360.00000",,"8,120.00000",,"9,512.00000",,"8,120.00000",
ESTHER,SPLASH PAINTS EA LTD,,,,,,,,,,,,,,,,,,,,,,"23,200.00000",
ESTHER,TANGA PHARMACEUTICAL & PLASTIC,,,,,,,,,,,,,,,"16,009,215.83698","4,636,539.66529","9,629,883.29040","9,495,796.23807","5,647,573.39151","6,947,959.47322","15,624,216.21976","6,524,215.44776","5,403,547.34027"
ESTHER,TOTAL KENYA LIMITED DR,,,,,,,,,,,,,,,,,,"526,818.54230","3,154,147.39976","3,376,912.09340","5,295,829.50160","6,047,699.28572","6,610,523.74572"
ESTHER,UMOJA SHOE COMPANY LTD,,,,,,,,,,,,,,,,,,,,,,"15,660.00000","106,557.60000"
ESTHER,ZAADA PURIFIED DRNKING WATER LIMITED,,"252,699.04000","115,947.33600","178,176.00000",,"183,001.60000","82,870.40000","183,558.40000",,"81,636.16000","207,686.40000","265,844.16000","88,909.36000","107,648.00000","326,470.40000","486,272.00000",,"224,576.00000",,"38,637.28000",,"523,350.24000",
ESTHER,ZANFOOD & TEA COMPANY LIMITED,,,"61,387.20000",,,,,,,,,"64,519.20000",,,"66,816.00000",,"59,160.00000","69,530.40000",,,,,
ERICK,CHAIIWALI CAFE,,"7,087.60000","7,540.00000",,"7,540.00000",,"7,540.00000","7,540.00000",,,,,"7,540.00000",,,,,,,,,,
ERICK,DECATHLON SPORTS KENYA LIMITED,"10,092.00000",,,,,,,,,,,,,,,,,,,,,,
ERICK,HK EMPIRES LIMITED,"20,230.40000",,,,,,,,,,,,,,,,,,,,,,
ERICK,PETER MWAROGO,,,,,,"19,952.00000",,,,,"62,640.00000",,,,,,,,,,,,
CAROL,AFRICA FUTURE VENTURES LIMITED,,,,,,,,,,,,,,,,,,,,,,"5,846.40000","6,955.36000"
CAROL,ALIMP GROUP LIMITED,,,,,,,,,,,,,,,,,,,,,,,"8,978.40000"
CAROL,AMITECH AUTO MOBILE LIMITED,,,,,,,,,,,,,,,,,,,,,,,"4,060.00000"
CAROL,BHATIA UNITED LTD,,,,,,,,,,,,,,,,,,,,,,"11,600.00000","11,600.00000"
CAROL,CARTON MANUFACTURERS LIMITED,,,,,,,,,,,,,,,,,,,,,,"1,276.00000",
CAROL,CITIQUEST,,,,,,,,,,,,,,,,,,,,,,,"8,700.00000"
CAROL,CLIQUE LIMITED,,,,,,,,,,,,,,,,,,,,,,"88,450.00000","15,950.00000"
CAROL,CREATIVE COOPERATE IMAGE,,,,,,,,,,,,,,,,,,,,,,"11,136.00000",
CAROL,DEW POINT NATURALS,,,,,,,,,,,,,,,,,,,,,,,"2,436.00000"
CAROL,DORMANS COFFEE LIMITED,,,,,,,,,,,,,,,,,,,,,,,"44,929.12000"
CAROL,EAT N GO LIMITED,,,,,,,,,,,,,,,,,,,,,,"32,480.00000","64,960.00000"
CAROL,ECOZYM LIMITED,,,,,,,,,,,,,,,,,,,,,,"39,558.32000","3,351.24000"
CAROL,FINSBURY TRADING LTD,,,,,,,,,,,,,,,,,,,,,,"5,428.80000",
CAROL,FLORENZA LIMITED,,,,,,,,,,,,,,,,,,,,,,"14,418.80000","15,567.20000"
CAROL,GADENIA FOODS ENTERPRISES,,,,,,,,,,,,,,,,,,,,,,,"21,135.20000"
